Global_Sales,NA_ratio,EU_ratio,JP_ratio,Name,Genre,Platform,Year_of_Release,DBSCAN_label
0.1,0.799999992,0.099999999,0.0,Agatha Christie: The ABC Murders,Adventure,DS,2009,0
0.1,0.6999999930000002,0.0,0.199999998,KORG DS-10 Synthesizer Plus,Misc,DS,2009,0
0.1,0.0,0.0,0.99999999,Darius Gaiden,Shooter,SAT,1995,0
0.1,0.599999994,0.299999997,0.0,Help Wanted: 50 Wacky Jobs,Simulation,Wii,2008,0
0.1,0.0,0.0,0.99999999,All Kamen Rider: Rider Generation 2,Action,DS,2012,0
0.1,0.799999992,0.199999998,0.0,Beach Spikers: Virtua Beach Volleyball,Sports,GC,2002,0
0.1,0.899999991,0.0,0.0,Draglade,Fighting,DS,2007,0
0.1,0.899999991,0.0,0.0,Scribblenauts Unmasked: A DC Comics Adventure,Puzzle,3DS,2013,0
0.1,0.899999991,0.0,0.0,Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,Role-Playing,X360,2009,0
0.1,0.599999994,0.399999996,0.0,You Don't Know Jack: Mock 2,Misc,PS,2000,0
0.1,0.599999994,0.399999996,0.0,3D Tank Warfare Simulator Panzer Front,Simulation,PS,1999,0
0.1,0.499999995,0.399999996,0.0,Jade Cocoon 2,Role-Playing,PS2,2001,0
0.1,0.0,0.0,0.99999999,Lord of Apocalypse,Role-Playing,PSV,2011,0
0.1,0.899999991,0.0,0.0,Igor: The Game,Adventure,Wii,2008,0
0.1,0.0,0.0,0.99999999,Kabushiki Baibai Trainer: Kabutore!,Simulation,DS,2006,0
0.1,0.0,0.899999991,0.0,Dancing on Ice,Sports,Wii,2010,0
0.1,0.599999994,0.0,0.299999997,Mana Khemia: Student Alliance,Role-Playing,PSP,2008,0
0.1,0.899999991,0.0,0.0,The Destiny of Zorro,Action,Wii,2009,0
0.1,0.0,0.0,0.99999999,Sword & Sorcery,Role-Playing,SAT,1996,0
0.1,0.6999999930000002,0.299999997,0.0,Van Helsing,Action,GBA,2004,0
0.1,0.499999995,0.399999996,0.0,Bee Movie Game,Action,PS2,2007,0
0.1,0.0,0.299999997,0.6999999930000002,Resident Evil: Revelations 2,Action,PSV,2015,0
0.1,0.899999991,0.0,0.0,Record of Agarest War Zero,Strategy,X360,2010,0
0.1,0.799999992,0.099999999,0.0,HOP,Platform,DS,2011,0
0.1,0.899999991,0.0,0.0,USA Today Puzzle Craze,Puzzle,DS,2009,0
0.1,0.0,0.0,0.99999999,Machi-Ing Maker 3 x Tousouchuu,Simulation,PSP,2010,0
0.1,0.399999996,0.499999995,0.0,Truth or Lies,Misc,Wii,2010,0
0.1,0.799999992,0.199999998,0.0,Kelly Slater's Pro Surfer,Sports,XB,2002,0
0.1,0.799999992,0.199999998,0.0,SNK vs. Capcom: SVC Chaos,Fighting,XB,2004,0
0.1,0.899999991,0.0,0.0,NFL Tour,Sports,X360,2008,0
0.1,0.899999991,0.0,0.0,Master of the Monster Lair,Role-Playing,DS,2007,0
0.1,0.799999992,0.199999998,0.0,Harry Potter and the Deathly Hallows - Part 1,Action,PC,2010,0
0.1,0.899999991,0.0,0.0,Sudoku Mania,Puzzle,DS,2006,0
0.1,0.499999995,0.399999996,0.0,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,Platform,PS2,2005,0
0.1,0.0,0.0,0.99999999,Choujikuu Yousai Macross: Ai Oboete Imasu ka,Shooter,SAT,1997,0
0.1,0.6999999930000002,0.199999998,0.0,Resident Evil: Revelations 2,Action,XOne,2015,0
0.1,0.0,0.899999991,0.0,Thief (2014),Action,PC,2014,0
0.1,0.599999994,0.399999996,0.0,Vanishing Point,Racing,PS,2001,0
0.1,0.299999997,0.199999998,0.399999996,Dragonseeds,Action,PS,1998,0
0.1,0.799999992,0.199999998,0.0,The Bard's Tale,Role-Playing,XB,2004,0
0.1,0.0,0.0,0.99999999,Nodame Cantabile,Misc,DS,2007,0
0.1,0.899999991,0.0,0.0,The History Channel: Civil War - Secret Missions,Shooter,PS3,2008,0
0.1,0.499999995,0.399999996,0.0,Alien Hominid,Shooter,PS2,2004,0
0.1,0.0,0.99999999,0.0,World Snooker Championship 2007,Sports,PS3,2007,0
0.1,0.0,0.0,0.99999999,L'Aigle de Guerre,Strategy,GBA,2001,0
0.1,0.0,0.0,0.99999999,Earth Defense Force 2025.1: The Shadow of New Despair,Action,PS4,2015,0
0.1,0.799999992,0.199999998,0.0,Lode Runner 3-D,Action,N64,1998,0
0.1,0.799999992,0.199999998,0.0,Indy Racing 2000,Racing,N64,2000,0
0.1,0.799999992,0.199999998,0.0,GT64 Championship Edition,Racing,N64,1998,0
0.1,0.799999992,0.199999998,0.0,Milo's Astro Lanes,Sports,N64,1998,0
0.1,0.799999992,0.199999998,0.0,Jeopardy!,Misc,N64,1998,0
0.1,0.799999992,0.199999998,0.0,Disney's Donald Duck: Goin' Quackers,Platform,N64,2000,0
0.1,0.799999992,0.199999998,0.0,Aidyn Chronicles: The First Mage,Role-Playing,N64,2001,0
0.1,0.799999992,0.199999998,0.0,Virtual Pool 64,Sports,N64,1998,0
0.1,0.799999992,0.199999998,0.0,Flying Dragon,Fighting,N64,1997,0
0.1,0.0,0.0,0.499999995,International Superstar Soccer 64 (weekly JP sales),Sports,N64,1997,0
0.1,0.599999994,0.399999996,0.0,Gekido,Fighting,PS,1999,0
0.1,0.899999991,0.0,0.0,Myst,Adventure,DS,2007,0
0.1,0.0,0.0,0.99999999,Sword Art Online: Lost Song,Role-Playing,PS3,2015,0
0.1,0.6999999930000002,0.299999997,0.0,Disney's The Jungle Book,Platform,GBA,2002,0
0.1,0.799999992,0.099999999,0.0,Puss in Boots,Action,DS,2011,0
0.1,0.6999999930000002,0.199999998,0.0,Tom Clancy's Ghost Recon: Predator,Shooter,PSP,2010,0
0.1,0.599999994,0.299999997,0.0,Murdered: Soul Suspect,Action,X360,2014,0
0.1,0.599999994,0.399999996,0.0,Army Men World War: Team Assault,Action,PS,2001,0
0.1,0.6999999930000002,0.199999998,0.0,Deca Sports DS,Sports,DS,2009,0
0.1,0.799999992,0.199999998,0.0,nail'd,Racing,X360,2010,0
0.1,0.6999999930000002,0.299999997,0.0,Tom Clancy's Splinter Cell,Action,GBA,2003,0
0.1,0.6999999930000002,0.099999999,0.199999998,Bullet Witch,Shooter,X360,2006,0
0.1,0.899999991,0.0,0.0,Spider-Man: Web of Shadows,Action,DS,2008,0
0.1,0.899999991,0.0,0.0,Pinball Hall of Fame: The Williams Collection,Misc,3DS,2011,0
0.1,0.899999991,0.0,0.0,Rolling Stone: Drum King,Misc,Wii,2009,0
0.1,0.899999991,0.0,0.0,NBA Ballers: Rebound,Sports,PSP,2006,0
0.1,0.0,0.0,0.99999999,Marvel vs. Capcom: Clash of Super Heroes,Fighting,DC,1999,0
0.1,0.6999999930000002,0.199999998,0.0,Silent Scope Complete,Shooter,XB,2004,0
0.1,0.499999995,0.399999996,0.0,King's Field: The Ancient City,Role-Playing,PS2,2001,0
0.1,0.599999994,0.399999996,0.0,LEGO Rock Raiders,Strategy,PS,1999,0
0.1,0.599999994,0.399999996,0.0,Ghost in the Shell,Simulation,PS,1997,0
0.1,0.599999994,0.299999997,0.0,Leisure Suit Larry: Box Office Bust,Adventure,PS3,2009,0
0.1,0.899999991,0.0,0.0,Attack of the Movies 3D,Shooter,Wii,2010,0
0.1,0.899999991,0.0,0.0,Monkey Mischief! Party Time,Misc,Wii,2008,0
0.1,0.6999999930000002,0.199999998,0.0,Evil Dead: Fistfull of Boomstick,Action,XB,2003,0
0.1,0.6999999930000002,0.199999998,0.0,Tom Clancy's Classic Trilogy,Shooter,XB,2004,0
0.1,0.0,0.0,0.99999999,Harvest Moon DS Cute (jp sales),Simulation,DS,2005,0
0.1,0.899999991,0.0,0.0,Little League World Series Baseball 2010,Sports,X360,2010,0
0.1,0.6999999930000002,0.299999997,0.0,Indigo Prophecy,Adventure,XB,2005,0
0.1,0.0,0.0,0.99999999,Bleach: Dark Souls (JP sales),Fighting,DS,2007,0
0.1,0.0,0.0,0.99999999,Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training,Misc,DS,2007,0
0.1,0.6999999930000002,0.199999998,0.0,Generator Rex: Agent of Providence,Action,3DS,2011,0
0.1,0.6999999930000002,0.199999998,0.0,Over the Hedge,Platform,XB,2006,0
0.1,0.899999991,0.0,0.0,Cabela's North American Adventures,Sports,PSP,2010,0
0.1,0.799999992,0.099999999,0.0,World Series of Poker 2008: Battle for the Bracelets,Misc,PS3,2007,0
0.1,0.6999999930000002,0.199999998,0.0,Sneakers,Puzzle,XB,2002,0
0.1,0.0,0.0,0.899999991,Crime Crackers,Role-Playing,PS,1994,0
0.1,0.899999991,0.0,0.0,NHL 2K6,Sports,X360,2005,0
0.1,0.899999991,0.0,0.0,SCORE International Baja 1000: The Official Game,Racing,Wii,2008,0
0.1,0.599999994,0.399999996,0.0,Micro Machines V3,Racing,PS,1997,0
0.1,0.6999999930000002,0.199999998,0.0,X-Men: Destiny,Action,Wii,2011,0
0.1,0.6999999930000002,0.199999998,0.0,College Hoops 2K6,Sports,XB,2005,0
0.1,0.6999999930000002,0.0,0.299999997,Contact,Role-Playing,DS,2006,0
0.1,0.799999992,0.099999999,0.0,"Warhammer 40,000: Dawn of War II - Chaos Rising",Strategy,PC,2010,0
0.1,0.0,0.0,0.99999999,"Sakura Wars 2: Kimi, Shinitamou koto Nakare",Adventure,DC,2000,0
0.1,0.0,0.0,0.99999999,Idol Janshi Suchie-Pai Remix,Misc,SAT,1995,0
0.1,0.299999997,0.599999994,0.0,NBA 2K16,Sports,PC,2015,0
0.1,0.6999999930000002,0.199999998,0.0,Exhibition Volume 03,Misc,XB,2003,0
0.1,0.0,0.0,0.99999999,Fate/hollow ataraxia,Adventure,PSV,2014,0
0.1,0.6999999930000002,0.199999998,0.0,Marvel Super Hero Squad: The Infinity Gauntlet,Action,3DS,2011,0
0.1,0.899999991,0.0,0.0,Harvey Birdman: Attorney at Law,Adventure,PSP,2008,0
0.1,0.0,0.0,0.99999999,Zero4 Champ RR-Z,Racing,SNES,1995,0
0.1,0.0,0.0,0.99999999,Initial D: Street Stage,Racing,PSP,2006,0
0.1,0.0,0.0,0.99999999,Tales of Innocence R,Role-Playing,PSV,2012,0
0.1,0.499999995,0.399999996,0.0,Harry Potter and the Deathly Hallows - Part 2,Action,PC,2011,0
0.1,0.899999991,0.0,0.0,Nicktoons: MLB,Sports,DS,2011,0
0.1,0.599999994,0.299999997,0.0,Tom Clancy's HAWX 2,Action,Wii,2010,0
0.1,0.6999999930000002,0.199999998,0.0,Predator: Concrete Jungle,Action,XB,2005,0
0.1,0.0,0.0,0.99999999,Lucky * Star: Ryouou Gakuen Outousai,Adventure,PS2,2008,0
0.1,0.0,0.799999992,0.0,Start the Party! Save the World,Misc,PS3,2011,0
0.1,0.799999992,0.0,0.099999999,Opoona,Role-Playing,Wii,2007,0
0.1,0.899999991,0.099999999,0.0,Big League Sports,Sports,Wii,2008,0
0.1,0.0,0.0,0.99999999,Naruto Shippuden: Gekito Ninja Taisen! EX,Fighting,Wii,2007,0
0.1,0.799999992,0.199999998,0.0,Universal Studios Theme Parks Adventure,Misc,GC,2001,0
0.1,0.0,0.0,0.99999999,Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DS,Misc,DS,2009,0
0.1,0.399999996,0.399999996,0.0,Steins;Gate,Adventure,PSV,2013,0
0.1,0.499999995,0.399999996,0.0,Piglet's Big Game,Platform,PS2,2003,0
0.1,0.0,0.0,0.99999999,Real Bout Garou Densetsu,Fighting,SAT,1996,0
0.1,0.499999995,0.0,0.299999997,"Prinny 2: Dawn of Operation Panties, Dood!",Platform,PSP,2010,0
0.1,0.0,0.0,0.99999999,Project FIFA World Cup,Sports,PS2,2002,0
0.1,0.6999999930000002,0.199999998,0.0,Rocky: Legends,Action,XB,2004,0
0.1,0.899999991,0.0,0.0,The BIGS 2,Sports,PSP,2009,0
0.1,0.0,0.0,0.99999999,Lord of Apocalypse,Role-Playing,PSP,2011,0
0.1,0.799999992,0.099999999,0.0,Dora & Kai-Lan's Pet Shelter,Strategy,DS,2011,0
0.1,0.0,0.0,0.99999999,Famicom Mini: Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo Zenkouhen,Adventure,GBA,2004,0
0.1,0.899999991,0.0,0.0,Nancy Drew: The Model Mysteries,Puzzle,DS,2010,0
0.1,0.0,0.0,0.99999999,Higurashi no Nakukoru ni Kizuna: Dai-Ni-Kan - Sou,Adventure,DS,2008,0
0.1,0.799999992,0.099999999,0.0,Cate West: The Vanishing Files,Adventure,DS,2008,0
0.1,0.499999995,0.399999996,0.0,Star Trek: Shattered Universe,Simulation,PS2,2004,0
0.1,0.0,0.899999991,0.0,Fifi and the Flowertots,Misc,DS,2009,0
0.1,0.499999995,0.399999996,0.0,The Land Before Time: Great Valley Racing Adventure,Racing,PS,2001,0
0.1,0.899999991,0.0,0.0,System Flaw,Shooter,DS,2009,0
0.1,0.0,0.799999992,0.0,Ultra Street Fighter IV,Fighting,PS4,2015,0
0.1,0.299999997,0.499999995,0.0,EVE: Valkyrie,Shooter,PS4,2016,0
0.1,0.899999991,0.0,0.0,Dragon Ball: Evolution,Fighting,PSP,2009,0
0.1,0.399999996,0.499999995,0.0,The Walking Dead: Season Two,Adventure,X360,2014,0
0.1,0.0,0.799999992,0.0,The Crew: Wild Run,Action,PS4,2015,0
0.1,0.899999991,0.0,0.0,Pajama Sam: Don't Fear The Dark,Adventure,Wii,2008,0
0.1,0.6999999930000002,0.0,0.099999999,The Walking Dead: Season Two,Adventure,PSV,2014,0
0.1,0.6999999930000002,0.199999998,0.0,MTX Mototrax,Racing,XB,2004,0
0.1,0.499999995,0.399999996,0.0,Blast Chamber,Shooter,PS,1996,0
0.1,0.899999991,0.0,0.0,Championship Pony,Simulation,DS,2008,0
0.1,0.899999991,0.0,0.0,NASCAR Unleashed,Racing,PS3,2011,0
0.1,0.499999995,0.0,0.299999997,Code:Realize - Sousei no Himegimi,Adventure,PSV,2014,0
0.1,0.499999995,0.199999998,0.199999998,Natural Doctrine,Role-Playing,PS4,2014,0
0.1,0.599999994,0.299999997,0.0,NeverDead,Shooter,X360,2012,0
0.1,0.499999995,0.399999996,0.0,EyeToy: Operation Spy,Action,PS2,2005,0
0.1,0.499999995,0.399999996,0.0,MotoGP 07,Racing,PS2,2007,0
0.1,0.399999996,0.299999997,0.099999999,Blades of Time,Action,PS3,2012,0
0.1,0.899999991,0.0,0.0,Disney Sing It! High School Musical 3: Senior Year,Misc,X360,2009,0
0.1,0.599999994,0.299999997,0.0,Thor: God of Thunder,Action,3DS,2011,0
0.1,0.0,0.0,0.899999991,Option Tuning Car Battle,Racing,PS,1998,0
0.1,0.0,0.199999998,0.6999999930000002,Ridge Racer 2,Racing,PSP,2006,0
0.1,0.399999996,0.499999995,0.0,Pro Evolution Soccer 2016,Sports,X360,2015,0
0.1,0.0,0.0,0.99999999,Derby Jockey 2,Sports,SNES,1995,0
0.1,0.499999995,0.399999996,0.0,Cubic Ninja,Platform,3DS,2011,0
0.1,0.0,0.0,0.899999991,Famicom Mini: Mappy,Platform,GBA,2004,0
0.1,0.6999999930000002,0.199999998,0.0,Ben 10 Galactic Racing,Racing,X360,2011,0
0.1,0.6999999930000002,0.199999998,0.0,Reign of Fire,Shooter,XB,2002,0
0.1,0.499999995,0.399999996,0.0,Descent Maximum,Shooter,PS,1997,0
0.1,0.0,0.899999991,0.0,F1 2014,Racing,PC,2014,0
0.1,0.899999991,0.0,0.0,King of Clubs: Mini Golf,Sports,Wii,2008,0
0.1,0.799999992,0.0,0.0,Harvest Moon: Frantic Farming,Puzzle,DS,2009,0
0.1,0.499999995,0.399999996,0.0,Angry Birds Star Wars,Strategy,WiiU,2013,0
0.1,0.899999991,0.0,0.0,Petz Hamsterz Superstarz,Simulation,DS,2009,0
0.1,0.599999994,0.0,0.299999997,Blue Dragon: Awakened Shadow,Role-Playing,DS,2009,0
0.1,0.799999992,0.099999999,0.0,Star Wars: Lethal Alliance,Action,DS,2006,0
0.1,0.0,0.0,0.99999999,Shining Force EXA,Role-Playing,PS2,2007,0
0.1,0.0,0.0,0.899999991,Virtual Pro Wrestling,Fighting,PS,1996,0
0.1,0.899999991,0.0,0.0,Rapala Pro Bass Fishing 2010,Sports,DS,2010,0
0.1,0.099999999,0.099999999,0.6999999930000002,Shadow Tower,Role-Playing,PS,1998,0
0.1,0.899999991,0.0,0.0,Digimon World DS,Role-Playing,DS,2006,0
0.1,0.6999999930000002,0.199999998,0.0,CSI: Hard Evidence,Adventure,X360,2007,0
0.1,0.899999991,0.0,0.0,MySims SkyHeroes,Action,X360,2010,0
0.1,0.899999991,0.0,0.0,Ford Racing 3,Racing,DS,2005,0
0.1,0.6999999930000002,0.199999998,0.0,Ice Age 2: The Meltdown,Platform,XB,2006,0
0.1,0.499999995,0.399999996,0.0,Guilty Gear Isuka,Fighting,PS2,2004,0
0.1,0.899999991,0.0,0.0,The Secret Saturdays: Beasts of the 5th Sun,Action,Wii,2009,0
0.1,0.799999992,0.099999999,0.0,Horse Life Adventures,Simulation,DS,2008,0
0.1,0.0,0.0,0.99999999,The Idolmaster: Platinum Stars,Simulation,PS4,2016,0
0.1,0.0,0.0,0.99999999,Jikkyou Powerful Pro Yakyuu 2013,Sports,PSV,2013,0
0.1,0.899999991,0.0,0.0,Tornado Outbreak,Action,Wii,2009,0
0.1,0.499999995,0.399999996,0.0,Shadow Master,Adventure,PS,1997,0
0.1,0.499999995,0.399999996,0.0,Global Touring Challenge: Africa,Racing,PS2,2001,0
0.1,0.499999995,0.399999996,0.0,Shovel Knight,Platform,WiiU,2015,0
0.1,0.199999998,0.099999999,0.599999994,Makai Shin Trillion,Role-Playing,PSV,2014,0
0.1,0.0,0.0,0.899999991,Tokimeki Memorial: Taisen Pazurudama,Puzzle,PS,1996,0
0.1,0.0,0.0,0.99999999,Digimon World: Next Order,Action,PSV,2016,0
0.1,0.899999991,0.0,0.0,Who Wants to Be A Millionaire?,Misc,X360,2011,0
0.1,0.799999992,0.0,0.0,The Secret Saturdays: Beasts of the 5th Sun,Action,PSP,2009,0
0.1,0.199999998,0.0,0.599999994,Operation Abyss: New Tokyo Legacy,Role-Playing,PSV,2014,0
0.1,0.499999995,0.299999997,0.0,Skylanders: Spyro's Adventure,Action,PC,2011,0
0.1,0.899999991,0.0,0.0,Man vs. Wild,Action,X360,2011,0
0.1,0.0,0.0,0.99999999,Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta,Adventure,PSV,2012,0
0.1,0.899999991,0.0,0.0,Watchmen: The End is Nigh Part 1 & 2,Action,X360,2009,0
0.1,0.6999999930000002,0.199999998,0.0,MotoGP 2,Racing,XB,2003,0
0.1,0.0,0.0,0.99999999,Pro Yakyuu Famista DS,Sports,DS,2007,0
0.1,0.799999992,0.099999999,0.0,iCarly 2: iJoin The Click!,Adventure,Wii,2010,0
0.1,0.499999995,0.199999998,0.299999997,Ultimate Muscle - The Kinnikuman Legacy: The Path of the Superhero,Fighting,GBA,2002,0
0.1,0.0,0.0,0.99999999,Gundam Breaker 3,Action,PS4,2016,0
0.1,0.6999999930000002,0.199999998,0.0,Etrian Odyssey 2 Untold: Knight of Fafnir,Role-Playing,3DS,2014,0
0.1,0.899999991,0.0,0.0,Paws & Claws: Pet Vet,Simulation,Wii,2009,0
0.1,0.799999992,0.099999999,0.0,Dora's Cooking Club,Misc,DS,2010,0
0.1,0.799999992,0.0,0.0,Heatseeker,Action,Wii,2007,0
0.1,0.0,0.0,0.99999999,Ar tonelico: Melody of Elemia,Role-Playing,PS2,2006,0
0.1,0.0,0.0,0.99999999,Sol Trigger,Role-Playing,PSP,2012,0
0.1,0.6999999930000002,0.299999997,0.0,Castlevania Double Pack,Platform,GBA,2006,0
0.1,0.6999999930000002,0.299999997,0.0,Ballistic: Ecks vs. Sever,Shooter,GBA,2002,0
0.1,0.199999998,0.099999999,0.599999994,Samurai Warriors 4: Empires,Action,PS4,2015,0
0.1,0.0,0.0,0.899999991,Jikkyou Powerful Pro Yakyuu 11,Sports,GC,2004,0
0.1,0.899999991,0.0,0.0,Ninja Reflex,Action,DS,2008,0
0.1,0.499999995,0.199999998,0.199999998,Steel Battalion,Simulation,XB,2002,0
0.1,0.0,0.0,0.899999991,Street Fighter Collection,Fighting,PS,1997,0
0.1,0.899999991,0.0,0.0,Alvin and the Chipmunks: The Squeakquel,Misc,Wii,2009,0
0.1,0.0,0.0,0.99999999,Digimon Story: Super Xros Wars Blue/Red,Role-Playing,DS,2011,0
0.1,0.799999992,0.0,0.0,Power Stone Collection,Action,PSP,2006,0
0.1,0.6999999930000002,0.199999998,0.0,Cartoon Network: Punch Time Explosion,Fighting,3DS,2011,0
0.1,0.0,0.0,0.99999999,Tennis no Oji-Sama: Motto Gakuensai no Ouji-Sama - More Sweet Edition,Sports,DS,2010,0
0.1,0.0,0.799999992,0.0,Bejeweled Twist,Puzzle,DS,2010,0
0.1,0.899999991,0.0,0.0,"Blast Works: Build, Trade, Destroy",Shooter,Wii,2008,0
0.1,0.6999999930000002,0.199999998,0.0,MX SuperFly featuring Ricky Carmichael,Racing,XB,2002,0
0.1,0.0,0.0,0.99999999,Gokuhou!! Mecha Mote Iinchou: MM Town de Miracle Change!,Simulation,DS,2009,0
0.1,0.899999991,0.0,0.0,SNK vs. Capcom Card Fighters DS,Strategy,DS,2006,0
0.1,0.0,0.0,0.99999999,Kuroko's Basketball: Miracle Game,Sports,3DS,2014,0
0.1,0.0,0.799999992,0.0,Medieval II: Total War,Strategy,PC,2006,0
0.1,0.099999999,0.599999994,0.099999999,Lego Star Wars: The Force Awakens,Action,PSV,2016,0
0.1,0.899999991,0.0,0.0,Darkest of Days,Shooter,X360,2009,0
0.1,0.499999995,0.399999996,0.0,Skylanders Imaginators,Platform,XOne,2016,0
0.1,0.6999999930000002,0.199999998,0.0,Minority Report: Everybody Runs,Action,XB,2002,0
0.1,0.899999991,0.0,0.0,NASCAR,Racing,PSP,2006,0
0.1,0.799999992,0.0,0.0,The Voice,Action,WiiU,2014,0
0.1,0.0,0.199999998,0.6999999930000002,One Piece: Burning Blood,Fighting,PSV,2016,0
0.09,0.5555555493827161,0.4444444395061729,0.0,Shox,Racing,PS2,2002,0
0.09,0.5555555493827161,0.3333333296296297,0.0,Rio,Misc,X360,2011,0
0.09,0.0,0.0,0.999999988888889,Gundam Breaker,Action,PSV,2013,0
0.09,0.0,0.0,0.999999988888889,Unou no Tatsujin: Soukai! Machigai Museum 2,Misc,DS,2007,0
0.09,0.0,0.0,0.999999988888889,Kiniro no Corda 3,Adventure,PSP,2010,0
0.09,0.7777777691358027,0.2222222197530864,0.0,Playboy: The Mansion,Simulation,XB,2005,0
0.09,0.0,0.0,0.999999988888889,Neo Atlas,Strategy,PS,1998,0
0.09,0.5555555493827161,0.4444444395061729,0.0,Disney's Aladdin in Nasira's Revenge,Action,PS,2000,0
0.09,0.7777777691358027,0.2222222197530864,0.0,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,Adventure,GC,2005,0
0.09,0.999999988888889,0.0,0.0,Squinkies 2: Adventure Mall Surprize!,Platform,DS,2011,0
0.09,0.0,0.0,0.999999988888889,Winning Post 6,Sports,PS2,2003,0
0.09,0.7777777691358027,0.2222222197530864,0.0,Whacked!,Misc,XB,2002,0
0.09,0.5555555493827161,0.4444444395061729,0.0,Barnyard,Action,PS2,2006,0
0.09,0.0,0.4444444395061729,0.4444444395061729,Ultimate Marvel vs. Capcom 3,Fighting,PS3,2011,0
0.09,0.7777777691358027,0.2222222197530864,0.0,MindJack,Shooter,X360,2011,0
0.09,0.7777777691358027,0.2222222197530864,0.0,Pac-Man World 3,Platform,GC,2005,0
0.09,0.999999988888889,0.0,0.0,thinkSMART,Misc,DS,2010,0
0.09,0.7777777691358027,0.2222222197530864,0.0,National Geographic Challenge!,Misc,Wii,2011,0
0.09,0.7777777691358027,0.2222222197530864,0.0,Rocky,Fighting,GC,2002,0
0.09,0.8888888790123458,0.0,0.0,Glory Days 2,Strategy,DS,2007,0
0.09,0.3333333296296297,0.6666666592592594,0.0,Just Dance 2017,Misc,WiiU,2016,0
0.09,0.999999988888889,0.0,0.0,Brain Age: Concentration Training,Puzzle,3DS,2012,0
0.09,0.7777777691358027,0.2222222197530864,0.0,Crash 'N' Burn,Racing,XB,2004,0
0.09,0.7777777691358027,0.2222222197530864,0.0,NFL Blitz 20-02,Sports,XB,2002,0
0.09,0.5555555493827161,0.3333333296296297,0.0,NatGeo Challenge! Wild Life,Misc,PS3,2010,0
0.09,0.0,0.0,0.999999988888889,Metal Fight Beyblade,Action,DS,2009,0
0.09,0.7777777691358027,0.2222222197530864,0.0,Robots,Action,XB,2005,0
0.09,0.4444444395061729,0.4444444395061729,0.0,Kung Fu Panda 2,Action,PS3,2011,0
0.09,0.5555555493827161,0.3333333296296297,0.0,Pac-Man and the Ghostly Adventures 2,Adventure,PS3,2014,0
0.09,0.8888888790123458,0.0,0.0,Hakuoki: Demon of the Fleeting Blossom,Adventure,PSP,2009,0
0.09,0.999999988888889,0.0,0.0,Field & Stream: Total Outdoorsman Challenge,Sports,X360,2010,0
0.09,0.5555555493827161,0.4444444395061729,0.0,Speed Kings,Racing,PS2,2003,0
0.09,0.7777777691358027,0.2222222197530864,0.0,Dungeons,Strategy,PC,2011,0
0.09,0.999999988888889,0.0,0.0,Little League World Series Baseball 2008,Sports,Wii,2008,0
0.09,0.5555555493827161,0.3333333296296297,0.0,Winter Stars,Sports,X360,2011,0
0.09,0.1111111098765432,0.8888888790123458,0.0,Disney Planes Fire & Rescue,Action,3DS,2014,0
0.09,0.0,0.0,0.999999988888889,Langrisser V: The End of Legend,Strategy,SAT,1998,0
0.09,0.0,0.0,0.999999988888889,PhotoKano,Adventure,PSP,2012,0
0.09,0.0,0.0,0.999999988888889,Ouchi Mainichi Tamagotchi,Action,3DS,2012,0
0.09,0.8888888790123458,0.1111111098765432,0.0,Bladestorm: The Hundred Years' War,Action,X360,2007,0
0.09,0.0,0.0,0.999999988888889,Fresh PreCure! Asobi Collection,Action,DS,2009,0
0.09,0.0,0.0,0.999999988888889,Super Robot Wars OG: The Moon Dwellers,Misc,PS4,2016,0
0.09,0.5555555493827161,0.4444444395061729,0.0,Populous: The Beginning,Strategy,PS,1998,0
0.09,0.5555555493827161,0.4444444395061729,0.0,Chess,Strategy,PS,2001,0
0.09,0.5555555493827161,0.4444444395061729,0.0,Rosco McQueen: Firefighter Extreme,Action,PS,1997,0
0.09,0.0,0.0,0.999999988888889,Terranigma,Role-Playing,SNES,1995,0
0.09,0.0,0.8888888790123458,0.0,Burnout Paradise: The Ultimate Box,Racing,PC,2009,0
0.09,0.999999988888889,0.0,0.0,Johnny Bravo in The Hukka-Mega-Mighty-Ultra-Extreme Date-O-Rama,Action,DS,2009,0
0.09,0.0,0.0,0.999999988888889,Girls und Panzer: I Will Master Tankery,Action,PSV,2014,0
0.09,0.2222222197530864,0.2222222197530864,0.4444444395061729,Forever Kingdom,Role-Playing,PS2,2001,0
0.09,0.999999988888889,0.0,0.0,Blitz: Overtime,Sports,PSP,2006,0
0.09,0.7777777691358027,0.2222222197530864,0.0,Altered Beast: Guardian of the Realms,Action,GBA,2002,0
0.09,0.7777777691358027,0.0,0.2222222197530864,Populous DS,Strategy,DS,2008,0
0.09,0.8888888790123458,0.0,0.0,The Legend of Heroes: A Tear of Vermillion,Role-Playing,PSP,2005,0
0.09,0.6666666592592594,0.1111111098765432,0.0,Young Justice: Legacy,Action,PS3,2013,0
